site      roi       npix      medx      medy      neuropil_pix  radius      aspect_ratio   skew        std         mrs         mrs0        compact     solidity  
8         89        330       189       295       755           9.7330      1.0234         0.0225      321.7504    1.5988      6.7304      1.0076      1.0649    
8         90        34        252       287       355           3.7885      1.2123         0.4851      194.8281    0.5100      2.1027      1.0288      1.4091    
8         91        193       441       292       602           7.9950      1.1066         0.3350      252.4733    1.1681      4.9189      1.0072      1.0927    
8         92        122       129       294       540           7.8017      1.2383         0.3938      102.9266    1.0097      4.0873      1.0478      1.1346    
8         93        123       213       300       481           6.6910      1.0778         0.3941      112.5353    0.9794      4.1205      1.0082      1.1483    
8         94        110       285       301       405           6.9463      1.1447         0.3931      101.5491    0.9365      3.8716      1.0259      1.1459    
8         95        102       286       309       429           5.3818      1.1806         0.1594      176.7336    0.8232      3.3717      1.0356      1.1511    
8         96        225       94        318       690           8.4879      1.0978         0.2510      156.1335    1.3005      5.4525      1.0116      1.0853    
8         97        120       65        316       504           5.7852      1.0132         0.2695      101.0363    0.9142      3.8716      1.0015      1.1778    
8         98        145       213       319       426           6.9878      1.0214         0.3462      97.8943     1.0418      4.4136      1.0011      1.1311    
8         99        180       136       323       607           9.2109      1.2256         0.8669      172.9523    1.2129      4.8910      1.0518      1.0868    
8         100       143       233       319       528           7.1699      1.1013         0.3521      96.1197     1.0062      4.2236      1.0104      1.1507    
8         101       102       276       325       446           5.9342      1.0546         0.5633      105.0230    0.8755      3.6794      1.0093      1.1779    
8         102       214       207       334       518           7.5602      1.0134         0.2765      138.1627    1.2225      5.1831      1.0004      1.1047    
8         103       175       324       339       599           8.0450      1.1515         0.3513      127.2743    1.1299      4.7172      1.0159      1.1135    
8         104       245       171       348       699           8.5016      1.0271         0.3837      234.5079    1.3417      5.6662      1.0043      1.1019    
