site           roi      hw_raw     hw_norm   orth_norm
6.0          108.0        null        null        null
6.0          109.0       61.13       60.48    0.011596
6.0          110.0       55.46       49.17     0.15501
6.0          111.0        null        null        null
6.0          112.0       52.92       49.18     0.10443
6.0          113.0       63.48       59.93    0.082693
6.0          114.0       80.23       66.95      0.1937
6.0          115.0       78.98       66.14     0.17783
6.0          116.0       69.01       59.35     0.21429
6.0          117.0       75.36       66.03     0.17498
6.0          118.0       61.39        52.1     0.17476
6.0          119.0       40.54       40.44   0.0046771
6.0          120.0       54.76       50.05      0.1183
6.0          121.0       84.82       54.36     0.31877
6.0          122.0       54.77       50.35     0.11068
6.0          123.0       60.45       48.74     0.26569
6.0          124.0       67.91       64.13    0.073047
6.0          125.0        55.1       50.09     0.15276
6.0          126.0       49.13       48.55    0.016177
6.0          127.0       64.84       55.55      0.1906
6.0          128.0       78.59       75.04    0.071208
6.0          129.0       44.76          45  -0.0059993
6.0          130.0       56.85       51.27     0.13512
6.0          131.0       90.69        62.6     0.25822
6.0          132.0       80.49       73.48     0.15179
6.0          133.0       52.74       50.43    0.057467
6.0          134.0       57.65       52.35     0.11469
6.0          135.0        null        null        null
6.0          136.0       91.09       82.79     0.16066
6.0          137.0       68.04       57.13     0.23269
6.0          138.0       48.51       44.11     0.12392
6.0          139.0       68.39       54.92      0.3127
6.0          140.0       54.56       54.56   0.0011733
6.0          141.0       70.79       67.39     0.06595
6.0          142.0        58.2       57.63    0.015252
6.0          143.0       77.16       65.28     0.22712
6.0          144.0        null        null        null
6.0          145.0        null        null        null
6.0          146.0       45.11       45.73   -0.021269
6.0          147.0       55.25       52.95    0.056286
6.0          148.0       47.93        47.1    0.021368
6.0          149.0        null        null        null
6.0          150.0        null        null        null
6.0          151.0       62.74       60.83    0.040712
7.0            0.0       99.46       76.48      0.1792
7.0            1.0       56.79       53.06    0.087041
7.0            2.0       63.91       54.43     0.17918
7.0            3.0       55.35       52.75    0.063865
7.0            4.0      101.36       68.09     0.35762
7.0            5.0       88.14       62.79     0.28017
7.0            6.0        78.4       61.59     0.23212
7.0            7.0       89.52       70.93     0.20063
7.0            8.0       38.62       38.84  -0.0064241
7.0            9.0       96.17       56.18     0.30661
7.0           10.0       85.83       52.61     0.27512
7.0           11.0        null        null        null
7.0           12.0       83.03       67.53     0.26461
7.0           13.0        null        null        null
7.0           14.0        null        null        null
7.0           15.0       83.91       54.71     0.31322
7.0           16.0       88.93       66.19     0.31899
7.0           17.0       72.88       56.19     0.30571
7.0           18.0        99.2       62.99      0.3536
7.0           19.0        null        null        null
7.0           20.0       67.47        60.2      0.1259
7.0           21.0        null        null        null
7.0           22.0        null        null        null
7.0           23.0       71.99       56.87     0.22556
7.0           24.0       97.42       64.56     0.36283
7.0           25.0        null        null        null
7.0           26.0       61.98       55.98    0.096058
7.0           27.0       65.73       60.57    0.099882
7.0           28.0       72.08       57.36     0.19133
7.0           29.0       74.24       55.49     0.27733
7.0           30.0       89.25       66.35     0.33388
7.0           31.0      126.89       81.77     0.36669
7.0           32.0        null        null        null
7.0           33.0       59.25       56.16    0.064215
7.0           34.0       73.73       60.37     0.17741
7.0           35.0       92.07       59.72     0.32402
7.0           36.0       43.89       55.76   -0.055025
7.0           37.0       56.01       53.59    0.054907
7.0           38.0       72.18       63.34     0.15448
7.0           39.0       51.12       50.19    0.019975
7.0           40.0       81.48       60.98     0.25533
7.0           41.0       78.92       56.36     0.34005
7.0           42.0       89.03       61.92     0.31969
7.0           43.0       92.85       66.23     0.25413
7.0           44.0       77.73       55.58     0.33074
7.0           45.0      107.17       67.01     0.40999
7.0           46.0        82.7       64.39     0.21363
7.0           47.0       81.99       61.09     0.25492
7.0           48.0       56.22       50.68      0.1042
7.0           49.0       60.98       52.78     0.14571
7.0           50.0       71.11       49.63     0.41903
7.0           51.0       70.25       61.27     0.13386
7.0           52.0       87.46       66.36     0.36748
7.0           53.0       54.24       49.32     0.12441
7.0           54.0        null        null        null
7.0           55.0        73.5       57.04     0.26234
7.0           56.0       57.01       54.33    0.047304
7.0           57.0       66.55       58.62     0.16055
7.0           58.0       73.77       62.47     0.17805
7.0           59.0       53.48       48.85    0.093711
7.0           60.0       58.38       53.97    0.094291
7.0           61.0       48.67       46.27    0.056184
7.0           62.0       67.47       54.84     0.13825
7.0           63.0       54.16       52.49    0.028285
7.0           64.0      117.66       65.73     0.49216
7.0           65.0      111.39       59.76     0.37307
7.0           66.0       79.23       61.68     0.23379
7.0           67.0       70.07       59.58     0.20652
7.0           68.0      107.27       58.14     0.43787
7.0           69.0        48.6       46.44    0.034201
7.0           70.0      102.54       60.34     0.30626
7.0           71.0       87.44       66.54     0.28044
7.0           72.0       80.09       57.77     0.24876
7.0           73.0       57.53       55.26    0.047216
7.0           74.0       51.42       47.23    0.059981
7.0           75.0       58.29       49.96     0.10295
7.0           76.0       58.03       54.67    0.067431
7.0           77.0        null        null        null
7.0           78.0       57.58       52.09     0.10215
