site        roi         bsf         bdr         dsi         osi         dcv         ocv         
5           7           3.84        330         0.132473    0.901628    0.926918    0.313871    
5           8           2.56        300         0.278832    0.581256    0.847516    0.795654    
5           9           2.56        270         0.205502    0.543156    0.953779    0.757451    
5           10          2.56        270         0.150369    0.504656    0.855589    0.679214    
5           11          2.56        300         0.340701    0.758362    0.757064    0.582477    
5           12          2.56        60          0.0793355   0.922748    0.937712    0.546225    
5           13          3.84        120         0.52605     0.302468    0.964968    0.814578    
5           14          3.84        210         0.120807    0.844668    0.929381    0.403212    
5           15          2.56        60          0.367757    0.0239518   0.931359    0.937472    
5           16          2.56        330         0.149532    0.253937    0.971627    0.838673    
5           17          3.84        0           0.0752662   0.99434     0.947916    0.228494    
5           18          2.56        210         0.236703    0.255961    0.896214    0.794795    
5           19          2.56        270         0.425205    0.229668    0.865641    0.872746    
5           20          2.56        60          0.350066    0.136843    0.943321    0.905217    
5           21          1.92        120         0.0512596   0.474263    0.797498    0.750345    
5           22          2.56        180         0.203914    0.686011    0.853325    0.799224    
5           23          2.56        180         0.331832    0.163775    0.96779     0.920048    
5           24          2.56        270         0.576411    -0.0287946  0.893395    0.898545    
